<TICKER>,<PER>,<DTYYYYMMDD>, <TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
khmotor-D1,D1,20180716,000000,1333,1395,1271,1271,883287,0
khmotor-D1,D1,20180717,000000,1230,1294,1229,1239,895909,0
khmotor-D1,D1,20180718,000000,1220,1220,1172,1192,550674,0
khmotor-D1,D1,20180721,000000,1120,1219,1120,1190,669075,0
khmotor-D1,D1,20180722,000000,1194,1206,1138,1184,406915,0
khmotor-D1,D1,20180730,000000,1225,1225,1225,1225,130749,0
khmotor-D1,D1,20180731,000000,1287,1287,1287,1287,253346,0
khmotor-D1,D1,20180801,000000,1344,1344,1344,1344,283510,0
khmotor-D1,D1,20180804,000000,1410,1410,1410,1410,43363,0
khmotor-D1,D1,20180805,000000,1421,1421,1421,1421,60503,0
khmotor-D1,D1,20180806,000000,1435,1435,1435,1435,226525,0
khmotor-D1,D1,20180807,000000,1492,1492,1358,1467,2981099,0
khmotor-D1,D1,20180808,000000,1478,1478,1379,1380,768379,0
khmotor-D1,D1,20180811,000000,1318,1382,1318,1376,233987,0
khmotor-D1,D1,20180812,000000,1375,1426,1370,1426,467608,0
khmotor-D1,D1,20180813,000000,1480,1480,1444,1480,309432,0
khmotor-D1,D1,20180814,000000,1548,1548,1511,1548,1127040,0
khmotor-D1,D1,20180815,000000,1603,1618,1566,1618,1155682,0
khmotor-D1,D1,20180818,000000,1686,1686,1685,1685,799984,0
khmotor-D1,D1,20180819,000000,1770,1857,1770,1842,281507,0
khmotor-D1,D1,20180825,000000,1935,2032,1935,2032,1151996,0
khmotor-D1,D1,20180826,000000,2127,2127,2127,2127,359617,0
khmotor-D1,D1,20180827,000000,2234,2234,2234,2234,208112,0
khmotor-D1,D1,20180828,000000,2314,2314,2314,2314,243775,0
khmotor-D1,D1,20180829,000000,2414,2414,2414,2414,201230,0
khmotor-D1,D1,20180901,000000,2498,2498,2498,2498,521434,0
khmotor-D1,D1,20180902,000000,2623,2623,2491,2491,889950,0
khmotor-D1,D1,20180903,000000,2388,2638,2388,2638,3257111,0
khmotor-D1,D1,20180904,000000,2660,2660,2656,2660,299926,0
khmotor-D1,D1,20180905,000000,2792,2792,2792,2792,469459,0
khmotor-D1,D1,20180909,000000,2931,3078,2931,3078,298168,0
khmotor-D1,D1,20180910,000000,3225,3225,3225,3225,69479,0
khmotor-D1,D1,20180911,000000,3264,3264,3264,3264,247410,0
khmotor-D1,D1,20180912,000000,3405,3405,3405,3405,696542,0
khmotor-D1,D1,20180915,000000,3491,3491,3235,3235,881154,0
khmotor-D1,D1,20180916,000000,3108,3108,3108,3108,285768,0
khmotor-D1,D1,20180917,000000,2953,3252,2953,3070,2280030,0
khmotor-D1,D1,20180918,000000,3042,3116,2908,3042,1958899,0
khmotor-D1,D1,20180922,000000,3127,3127,2970,3006,3561348,0
khmotor-D1,D1,20180923,000000,3069,3185,2986,3185,2397202,0
khmotor-D1,D1,20180924,000000,3269,3308,3195,3308,1510119,0
khmotor-D1,D1,20180925,000000,3468,3468,3468,3468,1300086,0
khmotor-D1,D1,20180930,000000,3727,3913,3727,3913,1184064,0
khmotor-D1,D1,20181001,000000,4080,4080,3693,3693,1060659,0
khmotor-D1,D1,20181002,000000,3548,3548,3548,3548,420582,0
khmotor-D1,D1,20181003,000000,3370,3370,3370,3370,106504,0
khmotor-D1,D1,20181006,000000,3308,3525,3308,3308,867529,0
khmotor-D1,D1,20181007,000000,3191,3191,3191,3191,200600,0
khmotor-D1,D1,20181008,000000,3079,3079,3079,3079,52581,0
khmotor-D1,D1,20181009,000000,3051,3149,3051,3051,2035306,0
khmotor-D1,D1,20181010,000000,2904,2904,2904,2904,6086,0
khmotor-D1,D1,20181013,000000,2902,2902,2902,2902,4700,0
khmotor-D1,D1,20181014,000000,2900,2900,2900,2900,197,0
khmotor-D1,D1,20181015,000000,2900,3047,2900,2900,1518863,0
khmotor-D1,D1,20181016,000000,2900,2985,2779,2779,1664271,0
khmotor-D1,D1,20181017,000000,2696,2696,2696,2696,327926,0
khmotor-D1,D1,20181020,000000,2560,2783,2560,2690,801025,0
khmotor-D1,D1,20181021,000000,2604,2786,2564,2564,482566,0
khmotor-D1,D1,20181022,000000,2478,2490,2475,2475,484953,0
khmotor-D1,D1,20181023,000000,2352,2352,2352,2352,200743,0
khmotor-D1,D1,20181024,000000,2444,2444,2269,2269,67157,0
khmotor-D1,D1,20181027,000000,2247,2331,2247,2247,505085,0
khmotor-D1,D1,20181028,000000,2138,2360,2138,2331,635964,0
khmotor-D1,D1,20181029,000000,2331,2381,2290,2381,1537164,0
khmotor-D1,D1,20181031,000000,2472,2479,2360,2479,310718,0
khmotor-D1,D1,20181103,000000,2524,2591,2394,2558,473109,0
khmotor-D1,D1,20181104,000000,2637,2637,2394,2558,560714,0
khmotor-D1,D1,20181105,000000,2615,2650,2570,2650,347082,0
khmotor-D1,D1,20181106,000000,2734,2751,2734,2751,333534,0
khmotor-D1,D1,20181110,000000,2888,2888,2814,2888,541332,0
khmotor-D1,D1,20181111,000000,3006,3007,2883,3007,258603,0
khmotor-D1,D1,20181112,000000,3082,3082,2957,3013,202355,0
khmotor-D1,D1,20181113,000000,3013,3076,2902,2934,345434,0
khmotor-D1,D1,20181114,000000,2933,2988,2855,2890,1030946,0
khmotor-D1,D1,20181117,000000,2906,2948,2746,2876,344342,0
khmotor-D1,D1,20181118,000000,2947,2947,2746,2866,616905,0
khmotor-D1,D1,20181119,000000,3025,3060,3013,3059,1030951,0
khmotor-D1,D1,20181120,000000,3088,3137,2899,2941,1208542,0
khmotor-D1,D1,20181121,000000,2933,3070,2933,3028,277368,0
khmotor-D1,D1,20181124,000000,3107,3108,2991,3047,56723,0
khmotor-D1,D1,20181126,000000,3070,3099,2879,2886,203491,0
khmotor-D1,D1,20181127,000000,3012,3012,2928,2945,144114,0
khmotor-D1,D1,20181128,000000,3013,3059,2931,2931,73757,0
khmotor-D1,D1,20181201,000000,2931,3029,2794,2794,421186,0
khmotor-D1,D1,20181202,000000,2900,2900,2754,2754,1333690,0
khmotor-D1,D1,20181203,000000,2645,2768,2642,2642,283691,0
khmotor-D1,D1,20181204,000000,2526,2611,2518,2580,487145,0
khmotor-D1,D1,20181205,000000,2529,2543,2501,2501,3392354,0
khmotor-D1,D1,20181208,000000,2527,2527,2401,2401,2684161,0
khmotor-D1,D1,20181209,000000,2422,2428,2311,2311,2907580,0
khmotor-D1,D1,20181210,000000,2313,2313,2212,2247,919815,0
khmotor-D1,D1,20181211,000000,2320,2373,2302,2372,10599899,0
khmotor-D1,D1,20181212,000000,2439,2464,2359,2371,4056335,0
khmotor-D1,D1,20181215,000000,2388,2388,2290,2290,2452667,0
khmotor-D1,D1,20181216,000000,2218,2302,2207,2268,972996,0
khmotor-D1,D1,20181217,000000,2300,2358,2177,2218,2387674,0
khmotor-D1,D1,20181218,000000,2246,2246,2157,2165,996676,0
khmotor-D1,D1,20181219,000000,2211,2212,2068,2144,2376740,0
khmotor-D1,D1,20181222,000000,2160,2160,2047,2140,361123,0
khmotor-D1,D1,20181223,000000,2160,2226,2121,2226,1079396,0
khmotor-D1,D1,20181224,000000,2290,2290,2218,2220,653026,0
khmotor-D1,D1,20181225,000000,2246,2272,2137,2155,1219612,0
khmotor-D1,D1,20181226,000000,2103,2243,2103,2169,1404843,0
khmotor-D1,D1,20181229,000000,2218,2218,2097,2103,810457,0
khmotor-D1,D1,20181230,000000,2104,2161,2092,2107,714980,0
khmotor-D1,D1,20181231,000000,2107,2172,2097,2103,3764200,0
khmotor-D1,D1,20190101,000000,2105,2128,2010,2065,4687809,0
khmotor-D1,D1,20190102,000000,2067,2089,1945,1972,6485468,0
khmotor-D1,D1,20190105,000000,1947,2010,1876,1926,1744907,0
khmotor-D1,D1,20190106,000000,1889,1893,1838,1858,2514203,0
khmotor-D1,D1,20190107,000000,1853,1947,1842,1947,2492103,0
khmotor-D1,D1,20190108,000000,2022,2022,1949,1970,2641413,0
khmotor-D1,D1,20190109,000000,1979,1979,1890,1910,9008566,0
khmotor-D1,D1,20190112,000000,1913,1913,1834,1896,3010296,0
khmotor-D1,D1,20190113,000000,1967,2022,1950,1973,4315448,0
khmotor-D1,D1,20190114,000000,1976,1976,1878,1894,3148506,0
khmotor-D1,D1,20190115,000000,1919,1921,1854,1897,1577967,0
khmotor-D1,D1,20190116,000000,1926,1926,1876,1899,1229396,0
khmotor-D1,D1,20190119,000000,1876,1924,1876,1889,1433638,0
khmotor-D1,D1,20190120,000000,1933,1961,1896,1899,1684877,0
khmotor-D1,D1,20190121,000000,1897,1897,1830,1830,1445597,0
khmotor-D1,D1,20190122,000000,1830,1927,1830,1927,2273636,0
khmotor-D1,D1,20190123,000000,1922,1960,1858,1875,1100124,0
khmotor-D1,D1,20190126,000000,1886,1893,1836,1870,871583,0
khmotor-D1,D1,20190127,000000,1836,1933,1836,1878,1395676,0
khmotor-D1,D1,20190128,000000,1879,1924,1852,1893,637670,0
khmotor-D1,D1,20190129,000000,1894,1909,1837,1842,670650,0
khmotor-D1,D1,20190130,000000,1838,1861,1823,1833,1168727,0
khmotor-D1,D1,20190202,000000,1832,1875,1739,1751,859553,0
khmotor-D1,D1,20190203,000000,1757,1757,1711,1712,1154913,0
khmotor-D1,D1,20190204,000000,1726,1746,1655,1662,1142937,0
khmotor-D1,D1,20190205,000000,1649,1705,1604,1643,1721176,0
khmotor-D1,D1,20190206,000000,1698,1722,1611,1722,1503488,0
khmotor-D1,D1,20190210,000000,1762,1773,1734,1762,1442873,0
khmotor-D1,D1,20190212,000000,1803,1820,1775,1791,2169701,0
khmotor-D1,D1,20190213,000000,1820,1824,1769,1815,1138878,0
khmotor-D1,D1,20190216,000000,1819,1819,1752,1819,1110348,0
khmotor-D1,D1,20190217,000000,1766,1766,1689,1705,1194808,0
khmotor-D1,D1,20190218,000000,1680,1734,1680,1706,518330,0
khmotor-D1,D1,20190219,000000,1728,1739,1671,1685,514461,0
khmotor-D1,D1,20190220,000000,1689,1705,1684,1697,1030889,0
khmotor-D1,D1,20190223,000000,1730,1762,1694,1735,1547757,0
khmotor-D1,D1,20190224,000000,1803,1803,1728,1734,602650,0
khmotor-D1,D1,20190225,000000,1697,1737,1697,1707,790377,0
khmotor-D1,D1,20190226,000000,1695,1717,1671,1671,1465871,0
khmotor-D1,D1,20190227,000000,1654,1734,1654,1705,1010424,0
khmotor-D1,D1,20190302,000000,1667,1717,1667,1677,202829,0
khmotor-D1,D1,20190303,000000,1662,1705,1649,1671,574499,0
khmotor-D1,D1,20190304,000000,1657,1722,1649,1717,1146377,0
khmotor-D1,D1,20190305,000000,1739,1739,1654,1699,309740,0
khmotor-D1,D1,20190306,000000,1761,1761,1760,1761,2034905,0
khmotor-D1,D1,20190309,000000,1849,1849,1849,1849,190783,0
khmotor-D1,D1,20190310,000000,1927,1927,1927,1927,916753,0
khmotor-D1,D1,20190311,000000,2011,2015,1933,1968,11540972,0
khmotor-D1,D1,20190312,000000,1990,1996,1888,1903,2816576,0
khmotor-D1,D1,20190313,000000,1882,1990,1857,1967,9469852,0
khmotor-D1,D1,20190316,000000,1919,2048,1917,2001,6732813,0
khmotor-D1,D1,20190317,000000,2019,2092,1990,2027,3646237,0
khmotor-D1,D1,20190318,000000,2019,2061,1997,2019,1635154,0
khmotor-D1,D1,20190319,000000,2027,2052,1994,1999,1621450,0
khmotor-D1,D1,20190325,000000,2041,2096,1933,2041,2343240,0
khmotor-D1,D1,20190326,000000,2092,2092,2041,2082,2507653,0
khmotor-D1,D1,20190327,000000,2075,2090,1991,1995,1763060,0
khmotor-D1,D1,20190330,000000,2057,2131,1999,2131,4310499,0
khmotor-D1,D1,20190331,000000,2155,2212,2087,2212,4840934,0
khmotor-D1,D1,20190406,000000,2217,2272,2197,2272,9369036,0
khmotor-D1,D1,20190407,000000,2370,2370,2166,2180,6057973,0
khmotor-D1,D1,20190408,000000,2160,2338,2137,2295,6786370,0
khmotor-D1,D1,20190409,000000,2313,2313,2215,2235,2210369,0
khmotor-D1,D1,20190410,000000,2264,2382,2246,2315,10179278,0
khmotor-D1,D1,20190413,000000,2389,2462,2329,2342,3220322,0
khmotor-D1,D1,20190414,000000,2387,2424,2314,2367,2638194,0
khmotor-D1,D1,20190415,000000,2404,2484,2359,2368,2312372,0
khmotor-D1,D1,20190416,000000,2417,2417,2295,2296,2405576,0
khmotor-D1,D1,20190417,000000,2331,2381,2235,2338,1924385,0
khmotor-D1,D1,20190420,000000,2376,2424,2345,2424,8706808,0
khmotor-D1,D1,20190422,000000,2490,2501,2301,2313,3975704,0
khmotor-D1,D1,20190423,000000,2302,2333,2274,2302,1942284,0
khmotor-D1,D1,20190424,000000,2331,2356,2282,2332,1648638,0
khmotor-D1,D1,20190427,000000,2365,2444,2325,2438,4700978,0
khmotor-D1,D1,20190428,000000,2501,2501,2414,2455,3012687,0
khmotor-D1,D1,20190429,000000,2498,2594,2418,2594,5128492,0
khmotor-D1,D1,20190430,000000,2661,2685,2531,2685,8157590,0
khmotor-D1,D1,20190501,000000,2727,2760,2667,2735,2061422,0
khmotor-D1,D1,20190504,000000,2729,2864,2728,2864,3930548,0
khmotor-D1,D1,20190505,000000,2911,2945,2704,2704,8143962,0
khmotor-D1,D1,20190506,000000,2627,2729,2616,2616,2548586,0
khmotor-D1,D1,20190507,000000,2505,2505,2505,2505,671646,0
khmotor-D1,D1,20190508,000000,2381,2556,2381,2471,12234050,0
khmotor-D1,D1,20190511,000000,2501,2537,2388,2490,7378013,0
khmotor-D1,D1,20190512,000000,2534,2534,2371,2467,3479454,0
khmotor-D1,D1,20190513,000000,2500,2525,2445,2525,4887624,0
khmotor-D1,D1,20190514,000000,2620,2645,2533,2645,2093452,0
khmotor-D1,D1,20190515,000000,2754,2754,2507,2566,3212087,0
khmotor-D1,D1,20190518,000000,2617,2711,2615,2668,2730886,0
khmotor-D1,D1,20190519,000000,2700,2700,2558,2561,2237529,0
khmotor-D1,D1,20190520,000000,2536,2558,2462,2462,3008786,0
khmotor-D1,D1,20190521,000000,2461,2589,2461,2588,3157501,0
khmotor-D1,D1,20190522,000000,2660,2693,2582,2672,11817133,0
khmotor-D1,D1,20190525,000000,2780,2809,2673,2809,8032042,0
khmotor-D1,D1,20190526,000000,2933,2942,2849,2942,4694675,0
khmotor-D1,D1,20190528,000000,3007,3079,2817,3079,6269155,0
khmotor-D1,D1,20190529,000000,3153,3153,3153,3153,734540,0
khmotor-D1,D1,20190601,000000,3311,3311,3187,3311,7282095,0
khmotor-D1,D1,20190602,000000,3468,3468,3468,3468,934825,0
khmotor-D1,D1,20190603,000000,3642,3642,3642,3642,608413,0
khmotor-D1,D1,20190609,000000,3824,4015,3824,3928,7248357,0
khmotor-D1,D1,20190610,000000,3923,3923,3724,3724,5211585,0
khmotor-D1,D1,20190616,000000,3815,3815,3625,3625,90278,0
khmotor-D1,D1,20190617,000000,3457,3457,3457,3457,205480,0
khmotor-D1,D1,20190618,000000,3334,3334,3334,3334,1090646,0
khmotor-D1,D1,20190619,000000,3240,3470,3166,3210,9021373,0
khmotor-D1,D1,20190622,000000,3159,3256,3089,3118,4334351,0
khmotor-D1,D1,20190623,000000,3181,3282,3181,3282,2018645,0
khmotor-D1,D1,20190624,000000,3430,3430,3430,3430,287069,0
khmotor-D1,D1,20190625,000000,3601,3601,3292,3563,8027258,0
khmotor-D1,D1,20190626,000000,3673,3673,3391,3391,3531102,0
khmotor-D1,D1,20190630,000000,3399,3399,3288,3288,4481534,0
khmotor-D1,D1,20190701,000000,3288,3457,3163,3457,3339003,0
khmotor-D1,D1,20190702,000000,3470,3528,3354,3366,1788812,0
khmotor-D1,D1,20190703,000000,3366,3587,3297,3585,4552543,0
khmotor-D1,D1,20190706,000000,3626,3674,3371,3417,2802823,0
khmotor-D1,D1,20190707,000000,3470,3610,3464,3519,2522063,0
khmotor-D1,D1,20190708,000000,3609,3715,3560,3715,4436107,0
khmotor-D1,D1,20190709,000000,3680,3845,3513,3609,2099352,0
khmotor-D1,D1,20190710,000000,3612,3741,3528,3702,6704116,0
khmotor-D1,D1,20190713,000000,3631,3810,3631,3713,3137030,0
khmotor-D1,D1,20190714,000000,3827,3920,3644,3700,1603807,0
khmotor-D1,D1,20190715,000000,3773,3773,3596,3596,3477737,0
khmotor-D1,D1,20190716,000000,3442,3585,3434,3434,659284,0
khmotor-D1,D1,20190717,000000,3274,3552,3274,3297,6595406,0
khmotor-D1,D1,20190720,000000,3273,3410,3166,3209,1963154,0
khmotor-D1,D1,20190721,000000,3184,3424,3184,3310,1413089,0
khmotor-D1,D1,20190722,000000,3482,3482,3210,3262,1382624,0
khmotor-D1,D1,20190723,000000,3216,3314,3134,3238,2135571,0
khmotor-D1,D1,20190724,000000,3199,3347,3199,3347,1638602,0
khmotor-D1,D1,20190727,000000,3459,3481,3297,3470,1943661,0
khmotor-D1,D1,20190728,000000,3590,3590,3367,3429,1822098,0
khmotor-D1,D1,20190729,000000,3374,3496,3304,3318,3095970,0
khmotor-D1,D1,20190730,000000,3327,3400,3240,3291,982348,0
khmotor-D1,D1,20190731,000000,3383,3383,3245,3273,1250402,0
khmotor-D1,D1,20190803,000000,3268,3353,3213,3239,2045788,0
khmotor-D1,D1,20190804,000000,3337,3343,3227,3319,1743176,0
khmotor-D1,D1,20190805,000000,3320,3381,3232,3265,2664398,0
khmotor-D1,D1,20190806,000000,3239,3395,3217,3395,2872394,0
khmotor-D1,D1,20190807,000000,3399,3464,3353,3464,2951285,0
khmotor-D1,D1,20190810,000000,3499,3513,3354,3421,3237460,0
khmotor-D1,D1,20190811,000000,3599,3599,3419,3459,3654078,0
khmotor-D1,D1,20190813,000000,3470,3496,3372,3450,3155237,0
khmotor-D1,D1,20190814,000000,3468,3575,3441,3557,5037400,0
khmotor-D1,D1,20190817,000000,3614,3614,3470,3571,8920952,0
khmotor-D1,D1,20190825,000000,5763,5763,5763,5763,208970,0
khmotor-D1,D1,20190826,000000,4997,4997,3747,3747,431777,0
khmotor-D1,D1,20190827,000000,3934,3934,3934,3934,147754,0
khmotor-D1,D1,20190828,000000,3985,3985,3985,3985,304322,0
khmotor-D1,D1,20190831,000000,4038,4038,4038,4038,135276,0
khmotor-D1,D1,20190901,000000,4086,4086,4086,4086,78831,0
khmotor-D1,D1,20190902,000000,4114,4114,4114,4114,94665,0
khmotor-D1,D1,20190903,000000,4148,4148,4148,4148,17387,0
khmotor-D1,D1,20190904,000000,4154,4154,4154,4154,168502,0
khmotor-D1,D1,20190907,000000,4214,4214,4214,4214,457315,0
khmotor-D1,D1,20190908,000000,4383,4383,4383,4383,179848,0
khmotor-D1,D1,20190911,000000,4452,4452,4452,4452,414310,0
khmotor-D1,D1,20190914,000000,5654,5817,5371,5405,22217780,0
khmotor-D1,D1,20190915,000000,5573,5573,5211,5315,9826375,0
khmotor-D1,D1,20190916,000000,5386,5438,5096,5133,5233000,0
khmotor-D1,D1,20190917,000000,5236,5236,4974,4974,6736680,0
khmotor-D1,D1,20190918,000000,4788,5027,4783,4853,3790029,0
khmotor-D1,D1,20190921,000000,4964,5057,4729,5057,1883543,0
khmotor-D1,D1,20190922,000000,5272,5272,5176,5272,3666377,0
khmotor-D1,D1,20190923,000000,5375,5453,5128,5292,3777706,0
khmotor-D1,D1,20190924,000000,5395,5465,5177,5227,2792237,0
khmotor-D1,D1,20190925,000000,5378,5378,5178,5305,2238291,0
khmotor-D1,D1,20190928,000000,5354,5516,5307,5516,5743382,0
khmotor-D1,D1,20190929,000000,5554,5564,5176,5305,3189035,0
khmotor-D1,D1,20190930,000000,5387,5585,5251,5475,3364619,0
khmotor-D1,D1,20191001,000000,5659,5659,5197,5266,2483447,0
khmotor-D1,D1,20191002,000000,5276,5451,5182,5305,1966606,0
khmotor-D1,D1,20191005,000000,5470,5470,5010,5010,3241068,0
khmotor-D1,D1,20191006,000000,5216,5216,4919,4937,1411631,0
khmotor-D1,D1,20191007,000000,4927,5106,4874,4877,2014637,0
khmotor-D1,D1,20191008,000000,4927,4975,4720,4720,2040666,0
khmotor-D1,D1,20191009,000000,4589,4977,4549,4976,4556772,0
khmotor-D1,D1,20191012,000000,5032,5032,5032,5032,961217,0
khmotor-D1,D1,20191013,000000,5283,5283,5283,5283,906700,0
khmotor-D1,D1,20191014,000000,5546,5546,5093,5546,10327195,0
khmotor-D1,D1,20191015,000000,5659,5717,5173,5205,6665178,0
khmotor-D1,D1,20191016,000000,5207,5339,5115,5115,2138558,0
khmotor-D1,D1,20191020,000000,4977,5076,4917,4917,327747,0
khmotor-D1,D1,20191021,000000,4785,4977,4785,4857,3251401,0
khmotor-D1,D1,20191022,000000,4879,5061,4879,5061,3025890,0
khmotor-D1,D1,20191023,000000,5287,5287,5128,5287,5507336,0
khmotor-D1,D1,20191026,000000,5505,5505,5182,5274,1382615,0
khmotor-D1,D1,20191028,000000,5422,5422,5178,5325,2301937,0
khmotor-D1,D1,20191030,000000,5405,5574,5276,5574,43048951,0
khmotor-D1,D1,20191102,000000,5741,5757,5530,5757,5186619,0
khmotor-D1,D1,20191103,000000,6010,6018,5873,6018,2055533,0
khmotor-D1,D1,20191104,000000,6291,6295,6005,6208,2856467,0
khmotor-D1,D1,20191105,000000,6192,6371,5898,6148,2562524,0
khmotor-D1,D1,20191109,000000,6291,6291,5864,5864,2869037,0
khmotor-D1,D1,20191110,000000,5683,5942,5676,5694,2606554,0
khmotor-D1,D1,20191111,000000,5773,6032,5697,6032,1746209,0
khmotor-D1,D1,20191112,000000,6300,6300,6102,6221,2579475,0
khmotor-D1,D1,20191113,000000,6304,6304,5885,6124,2349703,0
khmotor-D1,D1,20191116,000000,6130,6130,5823,5923,1724880,0
khmotor-D1,D1,20191117,000000,5633,5633,5633,5633,462032,0
khmotor-D1,D1,20191118,000000,5406,5629,5406,5425,2714919,0
khmotor-D1,D1,20191119,000000,5367,5632,5361,5544,2343428,0
khmotor-D1,D1,20191120,000000,5633,5633,5346,5375,4501186,0
khmotor-D1,D1,20191123,000000,5573,5573,5182,5208,5919614,0
khmotor-D1,D1,20191124,000000,5261,5319,5146,5226,3852852,0
khmotor-D1,D1,20191125,000000,5319,5375,5197,5355,4272610,0
khmotor-D1,D1,20191126,000000,5375,5558,5373,5558,1913241,0
khmotor-D1,D1,20191127,000000,5663,5794,5519,5674,6465576,0
khmotor-D1,D1,20191130,000000,5762,5928,5505,5724,3201975,0
khmotor-D1,D1,20191201,000000,5669,5843,5667,5742,2979838,0
khmotor-D1,D1,20191202,000000,5694,5763,5492,5492,3434716,0
khmotor-D1,D1,20191203,000000,5430,5623,5375,5538,2305810,0
khmotor-D1,D1,20191204,000000,5587,5772,5587,5593,2931163,0
khmotor-D1,D1,20191207,000000,5952,5952,5828,5952,6075046,0
khmotor-D1,D1,20191208,000000,5972,6220,5823,6191,5927123,0
khmotor-D1,D1,20191209,000000,6321,6369,6032,6283,6808724,0
khmotor-D1,D1,20191210,000000,6410,6415,5972,6022,4173780,0
khmotor-D1,D1,20191211,000000,6112,6259,5972,6139,2613619,0
khmotor-D1,D1,20191214,000000,6221,6405,6140,6405,4028220,0
khmotor-D1,D1,20191215,000000,6699,6699,6470,6699,11960884,0
khmotor-D1,D1,20191216,000000,6865,7024,6671,7024,8281094,0
khmotor-D1,D1,20191217,000000,7275,7275,6968,7126,9956444,0
khmotor-D1,D1,20191218,000000,7117,7117,6858,6979,6984429,0
khmotor-D1,D1,20191221,000000,7167,7246,7040,7246,2810042,0
khmotor-D1,D1,20191222,000000,7455,7577,7286,7577,4136453,0
khmotor-D1,D1,20191223,000000,7761,7817,7121,7121,5919133,0
khmotor-D1,D1,20191224,000000,7077,7364,7018,7158,3564051,0
khmotor-D1,D1,20191225,000000,7155,7519,6939,7382,5221788,0
khmotor-D1,D1,20191228,000000,7595,7595,7131,7196,5656470,0
khmotor-D1,D1,20191229,000000,7301,7301,6979,7087,3845278,0
khmotor-D1,D1,20191230,000000,7097,7416,7097,7256,3559611,0
khmotor-D1,D1,20191231,000000,7167,7361,6920,7167,2972636,0
khmotor-D1,D1,20200101,000000,7020,7287,6968,6998,3073786,0
khmotor-D1,D1,20200104,000000,6743,6743,6743,6743,177026,0
khmotor-D1,D1,20200105,000000,6638,6638,6638,6638,1423398,0
khmotor-D1,D1,20200107,000000,6307,6558,6307,6307,2098301,0
khmotor-D1,D1,20200108,000000,6202,6202,6202,6202,133393,0
khmotor-D1,D1,20200111,000000,6424,6424,6424,6424,300098,0
khmotor-D1,D1,20200112,000000,6682,6682,6669,6682,2232523,0
khmotor-D1,D1,20200113,000000,6988,7016,6750,7016,2376823,0
khmotor-D1,D1,20200114,000000,6790,7186,6653,7067,6916637,0
khmotor-D1,D1,20200115,000000,7067,7103,6674,7013,4966661,0
khmotor-D1,D1,20200118,000000,7217,7301,6774,7008,14460882,0
khmotor-D1,D1,20200119,000000,7008,7054,6740,6848,4762882,0
khmotor-D1,D1,20200120,000000,6998,6998,6749,6893,3224810,0
khmotor-D1,D1,20200121,000000,6968,6968,6689,6769,4443279,0
khmotor-D1,D1,20200122,000000,6947,7046,6672,6988,4573405,0
khmotor-D1,D1,20200125,000000,7128,7254,7102,7177,5235954,0
khmotor-D1,D1,20200126,000000,7464,7464,6968,7067,5661954,0
khmotor-D1,D1,20200127,000000,7067,7107,6873,6955,3770795,0
khmotor-D1,D1,20200128,000000,7036,7112,6634,6865,8721312,0
khmotor-D1,D1,20200201,000000,7064,7200,6972,7200,7047652,0
khmotor-D1,D1,20200202,000000,7263,7403,6968,7217,6398150,0
khmotor-D1,D1,20200203,000000,7286,7456,7155,7227,9817295,0
khmotor-D1,D1,20200204,000000,7228,7506,7227,7412,12215968,0
khmotor-D1,D1,20200205,000000,7465,7711,7465,7711,5592344,0
khmotor-D1,D1,20200208,000000,8063,8063,7665,7874,10384639,0
khmotor-D1,D1,20200209,000000,7961,7961,7542,7543,9980298,0
khmotor-D1,D1,20200210,000000,7665,7665,7309,7309,21958302,0
khmotor-D1,D1,20200212,000000,7366,7465,7118,7208,6628031,0
khmotor-D1,D1,20200215,000000,7415,7415,7019,7132,5045225,0
khmotor-D1,D1,20200216,000000,7217,7366,7147,7336,5186610,0
khmotor-D1,D1,20200217,000000,7426,7426,6895,6990,7148300,0
khmotor-D1,D1,20200218,000000,7058,7177,6769,7037,5382670,0
khmotor-D1,D1,20200219,000000,7190,7190,6989,7036,5697385,0
khmotor-D1,D1,20200222,000000,6714,7276,6714,7144,6593589,0
khmotor-D1,D1,20200223,000000,7265,7344,7177,7344,3177175,0
khmotor-D1,D1,20200224,000000,7543,7544,7167,7306,6737667,0
khmotor-D1,D1,20200225,000000,7346,7664,7210,7452,8548566,0
khmotor-D1,D1,20200226,000000,7377,7526,7265,7295,5311116,0
khmotor-D1,D1,20200229,000000,7003,7655,7003,7246,5752046,0
khmotor-D1,D1,20200301,000000,7316,7618,7266,7618,5983235,0
khmotor-D1,D1,20200302,000000,7933,7952,7565,7952,15442625,0
khmotor-D1,D1,20200303,000000,8142,8157,7915,8157,7989355,0
khmotor-D1,D1,20200304,000000,8361,8467,8174,8467,5700683,0
khmotor-D1,D1,20200307,000000,8467,8789,8373,8789,4069125,0
khmotor-D1,D1,20200309,000000,8789,9136,8268,8268,4341746,0
khmotor-D1,D1,20200310,000000,8132,8560,8132,8132,5128212,0
khmotor-D1,D1,20200311,000000,7963,8461,7963,8112,3589473,0
khmotor-D1,D1,20200314,000000,7967,8063,7830,7830,1033346,0
khmotor-D1,D1,20200315,000000,7766,7766,7766,7766,524189,0
khmotor-D1,D1,20200316,000000,7732,8418,7732,7732,7041079,0
khmotor-D1,D1,20200317,000000,7576,7814,7493,7493,4523291,0
khmotor-D1,D1,20200318,000000,7733,7733,7361,7584,4933395,0
